timestamp,open,high,low,close,volume,price,count,instrument,exchange,class,pair
2021-02-24,48899.99,51415.41,47002.0,49737.82,29340.570938920002,49693.95623472008,489110.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-23,54125.67,54206.22,44888.08,48899.99,60135.632208360075,48551.11508026361,918397.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-22,57489.16,57577.69,46693.6,54142.13,37770.836648400094,53975.17479806235,683317.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-21,55921.44,58367.0,55531.23,57489.16,13059.36972443996,57209.70643260177,338204.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-20,55983.57,57563.57,54000.1,55923.52,20591.77959519979,56353.16071530864,508926.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-19,51596.0,56370.05,50725.0,55983.56,26435.080439419944,53876.319521201876,460342.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-18,52170.01,52549.99,50875.0,51601.73,15280.433294810111,51888.31597881308,279064.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-17,49141.42,52640.35,48942.87,52170.01,24520.000635310003,51006.36400409564,360124.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-16,47935.66,50645.0,47051.22,49158.71,21129.488350060354,48894.74564109352,324532.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-15,48667.23,49093.44,45768.46,47936.37,17378.12938834997,47629.07675213688,310790.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-14,47240.75,49700.0,47100.13,48680.69,14506.4884604701,48635.22012448304,254658.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-13,47408.34,48199.0,46300.0,47232.45,11748.716666110182,47259.216432398694,243542.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-12,47993.6,48912.0,46300.0,47408.34,22644.351381389934,47582.291326186314,338196.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-11,44850.0,48690.0,44011.0,47997.91,24760.216840269957,46765.452270931535,341526.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-10,46514.73,47349.99,43706.86,44850.0,24118.39760737999,45543.81832092652,371082.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-09,46453.66,48200.0,45020.0,46514.73,33276.455332729995,46722.394297031045,446052.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-08,38871.43,46750.0,38057.01,46448.1,40373.95661580997,42988.775179093354,462387.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-07,39266.1,39737.83,37371.35,38871.42,19564.4785761201,38619.39324373281,262860.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-06,38327.09,41000.0,38250.0,39265.43,25865.60718066968,39769.105187279565,324513.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-05,36976.59,38349.0,36605.87,38311.49,17596.883683980053,37667.95907648413,279260.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-04,37688.42,38769.0,36156.45,36975.0,30944.98184991005,37498.9694241154,335346.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-03,35513.0,37723.72,35393.8,37681.45,23391.645202999873,36683.353747529836,267587.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-02,33534.39,36000.0,33450.0,35512.67,19656.856904569922,34825.116271274666,223136.0,cbse/btc-usd,cbse,spot,btc-usd
2021-02-01,33137.75,34728.57,32333.0,33533.19,20769.840650789847,33671.02907066047,250397.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-31,34315.63,34387.75,32200.0,33137.74,15734.755669170021,33300.56743167898,216658.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-30,34262.11,34900.0,32852.86,34315.63,20857.91992423056,33973.64041444797,263810.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-29,33487.92,38664.33,31990.0,34262.11,66774.45234687088,35342.491433878524,578088.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-28,30414.11,34000.0,29902.14,33488.99,35419.75385823518,31956.218850942136,285923.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-27,32510.82,32584.62,29200.0,30407.13,43413.48794022477,30810.728141307554,355493.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-26,32260.52,32960.37,30830.0,32510.82,22928.63208365864,31990.956078058436,231971.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-25,32293.18,34888.0,31920.8,32261.87,22581.991954298297,33425.47292086972,215252.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-24,32110.0,33086.53,30931.21,32288.56,13294.616154931051,32076.838233921986,162291.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-23,32982.66,33488.79,31432.19,32112.01,15687.35930008169,32327.981945428968,175641.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-22,30855.9,33867.0,28732.0,32984.93,43548.90589182616,31409.16803556795,415284.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-21,35498.85,35628.24,30011.0,30855.95,45576.68235173511,32143.692803546655,443080.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-20,35921.91,36415.34,33387.01,35503.09,24091.650742526657,34989.901065405946,271459.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-19,36624.23,37857.0,35895.11,35917.28,18487.81272618263,36874.67357991154,206927.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-18,35820.01,37402.0,34736.46,36624.23,16142.309017781286,36053.31005050924,185792.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-17,36004.8,36860.0,33850.03,35820.0,18342.048308230213,35530.74923024675,203942.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-16,36754.6,37948.0,35372.59,36006.94,20493.627784028606,36729.2469383991,224581.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-15,39123.05,39697.0,34298.93,36754.67,33224.20235712702,36827.55714934956,355604.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-14,37393.67,40127.66,36751.11,39125.14,30932.04818607674,38615.592151072866,296121.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-13,34035.53,37867.72,32309.04,37393.66,36629.62914617193,34770.10648275927,330352.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-12,35446.25,36604.51,32507.14,34038.98,42485.4540077122,34733.29083722418,369589.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-11,38168.89,38273.88,30100.0,35461.96,67498.30649288624,33980.328239473434,645702.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-10,40255.4,41452.12,34444.0,38171.57,33515.05492011641,39042.887958670995,387874.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-09,40642.15,41406.94,38800.0,40257.42,25770.515258539777,40343.88171055967,321394.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-08,39510.55,41986.37,36579.0,40665.15,41463.787772426615,39863.787014899775,448114.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-07,36859.26,40425.0,36352.98,39505.56,42467.27305651906,38316.45307674765,435666.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-06,34043.91,37000.0,33352.54,36859.26,40792.762803318226,35018.70942278231,384333.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-05,32020.22,34499.67,29891.13,34030.64,39489.4768839891,32376.336537148418,351320.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-04,33082.83,33666.99,27678.0,32016.09,40611.97165894043,31574.180295109727,378253.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-03,32222.88,34810.0,32008.62,33090.31,34131.600831680975,33496.857730070784,352523.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-02,29413.29,33300.0,29039.0,32225.91,38756.65481989764,31443.208031887825,343215.0,cbse/btc-usd,cbse,spot,btc-usd
2021-01-01,28990.08,29688.88,28715.07,29412.84,21743.206968279916,29272.32864999639,216203.0,cbse/btc-usd,cbse,spot,btc-usd
2020-12-31,28897.42,29321.9,28000.0,28990.08,27927.036944596828,28832.649659118124,249086.0,cbse/btc-usd,cbse,spot,btc-usd
2020-12-30,27366.35,29018.26,27332.49,28897.42,27308.67272015775,28214.024990522066,229273.0,cbse/btc-usd,cbse,spot,btc-usd
2020-12-29,27039.39,27396.77,25833.73,27366.35,20343.37234931203,26662.092447617622,216897.0,cbse/btc-usd,cbse,spot,btc-usd
2020-12-28,26255.16,27477.0,26086.19,27040.36,20987.498029091366,26966.744074139187,180221.0,cbse/btc-usd,cbse,spot,btc-usd
