timestamp,spy_price,btc_price,gld_price,bnd_price
2020-02-27,305.459991,10046.499053608386,154.000000,86.190002
2020-02-28,288.700012,10349.116878039362,148.380005,86.760002
2020-03-02,298.209991,10287.571823023482,149.199997,86.529999
2020-03-03,309.500000,10274.448791834051,153.889999,87.050003
2020-03-04,306.119995,9680.040207598404,154.160004,87.029999
2020-03-05,304.980011,9925.236065854651,157.490005,87.360001
2020-03-06,293.149994,9952.193518141012,157.550003,87.959999
2020-03-09,275.299988,9574.032835655202,157.809998,87.769997
2020-03-10,284.640015,9686.211589961915,154.479996,86.589996
2020-03-11,280.700012,9713.775549511163,153.929993,84.949997
2020-03-12,256.000000,9433.790399564554,147.789993,80.330002
2020-03-13,263.089996,8958.143377839266,143.279999,83.720001
2020-03-16,241.179993,8780.291721381816,141.639999,84.599998
2020-03-17,245.039993,8655.280929921237,143.559998,82.849998
2020-03-18,236.250000,8772.562074522768,140.699997,80.849998
2020-03-19,239.250000,8775.2853905579,138.039993,80.800003
2020-03-20,242.529999,8755.46632540234,140.110001,82.169998
2020-03-23,228.190002,9026.478928657934,146.300003,83.989998
2020-03-24,234.419998,9093.010159830916,153.399994,84.080002
2020-03-25,244.869995,7850.503507473691,151.300003,85.209999
2020-03-26,249.520004,7950.405520462,153.240005,85.599998
2020-03-27,253.270004,7805.889757941699,152.250000,86.059998
2020-03-30,255.699997,6098.377757758961,152.919998,86.150002
2020-03-31,260.559998,5170.765905397925,148.050003,85.349998
2020-04-01,247.979996,4911.129820405512,149.449997,85.599998
2020-04-02,245.190002,5310.632225350395,151.899994,86.000000
2020-04-03,250.759995,5273.434961600703,152.649994,85.959999
2020-04-06,257.839996,5937.808813473443,156.880005,86.230003
2020-04-07,274.209991,6364.139418847189,156.039993,86.309998
2020-04-08,267.959991,6207.515455767258,154.649994,86.529999
2020-04-09,277.579987,6656.272324938373,158.690002,87.480003
2020-04-13,277.140015,6670.4299069363215,161.410004,87.199997
2020-04-14,280.980011,6678.674795010895,162.679993,87.199997
2020-04-15,277.570007,6670.20404086691,161.850006,87.629997
2020-04-16,279.149994,6309.653508536777,161.710007,87.680000
2020-04-17,285.380005,6452.150217417109,158.570007,87.559998
2020-04-20,282.609985,6345.5423476447795,159.699997,87.419998
2020-04-21,276.730011,6833.32092247198,158.610001,87.529999
2020-04-22,278.350006,6815.101706570785,161.729996,87.459999
2020-04-23,280.489990,7113.298847587605,163.339996,87.599998
2020-04-24,280.730011,7315.338690538301,162.639999,87.570000
2020-04-27,285.119995,7311.436633897847,161.559998,87.260002
2020-04-28,291.019989,7289.555465383643,160.839996,87.519997
2020-04-29,291.529999,6946.584802672414,161.729996,87.580002
2020-04-30,291.709991,6747.570794869203,158.800003,87.510002
2020-05-01,285.309998,6886.954997924871,159.779999,87.300003
2020-05-04,280.739990,6765.17000534575,160.339996,87.389999
2020-05-05,286.640015,6940.608730840647,161.020004,87.309998
2020-05-06,288.040009,7069.551426188187,158.949997,86.919998
2020-05-07,287.750000,6979.015428544057,161.389999,87.199997
2020-05-08,291.089996,6861.591718858933,160.419998,86.949997
2020-05-11,290.339996,7036.273059522962,159.419998,86.680000
2020-05-12,293.790009,7413.74716776481,160.039993,86.959999
2020-05-13,286.059998,7517.551842797292,161.580002,87.059998
2020-05-14,278.950012,7713.720905406646,163.009995,87.300003
2020-05-15,282.369995,7730.128523281174,163.929993,87.349998
2020-05-18,293.049988,8420.078251838278,162.690002,87.190002
2020-05-19,294.350006,8907.731935968082,164.259995,87.300003
2020-05-20,295.820007,8798.580336549361,164.649994,87.529999
2020-05-21,296.790009,8770.737702589106,162.250000,87.620003
2020-05-22,294.570007,8940.154593195848,163.210007,87.650002
2020-05-26,301.929993,9217.972826828152,160.889999,87.599998
2020-05-27,302.119995,9651.702447373254,161.179993,87.639999
2020-05-28,304.649994,9927.416644726105,161.720001,87.669998
2020-05-29,302.459991,8690.654887170704,162.910004,87.919998
2020-06-01,303.619995,8787.976290820325,163.660004,87.680000
2020-06-02,306.549988,9130.091214955042,162.600006,87.750000
2020-06-03,310.239990,9626.587931135418,159.600006,87.550003
2020-06-04,311.109985,9472.567211937025,161.279999,87.339996
2020-06-05,317.230011,9737.842514426624,158.009995,87.330002
2020-06-08,320.220001,9670.737720585377,159.720001,87.419998
2020-06-09,320.299988,9604.967899379513,161.259995,87.480003
2020-06-10,321.420013,9144.435807141712,163.570007,87.849998
