timestamp,spy_price,btc_price
2019-08-16,286.480011,11763.69063397873
2019-08-19,292.190002,11827.924560451178
2019-08-20,291.769989,11386.621454453998
2019-08-21,292.480011,11013.1885018511
2019-08-22,293.230011,10350.397635882355
2019-08-23,290.920013,9989.820122489435
2019-08-26,287.269989,10183.200252860493
2019-08-27,289.540009,10658.848682773883
2019-08-28,286.140015,10750.75435847413
2019-08-29,291.720001,10170.24229396525
2019-08-30,294.220001,10008.324596552284
2019-09-03,290.570007,10327.87596405497
2019-09-04,293.140015,10397.243236859736
2019-09-05,296.790009,10167.04919973326
2019-09-06,298.170013,9878.019893648214
2019-09-09,299.140015,9502.539077517255
2019-09-10,297.359985,9537.125818886929
2019-09-11,298.470001,10122.840403485152
2019-09-12,301.250000,10570.71825641108
2019-09-13,301.779999,10572.910768764827
2019-09-16,299.839996,10553.870489963218
2019-09-17,299.940002,10589.495162147077
2019-09-18,300.489990,10293.534714644422
2019-09-19,301.529999,10150.803813351415
2019-09-20,300.359985,10056.271326102174
2019-09-23,297.549988,10279.537426321938
2019-09-24,299.410004,10298.790618593212
2019-09-25,295.959991,10220.60625053516
2019-09-26,297.630005,10220.630824493683
2019-09-27,297.829987,10187.331381397742
2019-09-30,295.970001,9957.603990660908
2019-10-01,297.739990,10170.14938714451
2019-10-02,291.500000,9829.19038794188
2019-10-03,287.809998,8905.717171124053
2019-10-04,291.140015,8448.581428873547
2019-10-07,293.470001,8090.756760992949
2019-10-08,291.040009,8056.555744043442
2019-10-09,290.750000,8074.66487388019
2019-10-10,291.179993,8373.691399292007
2019-10-11,296.269989,8261.483681877877
2019-10-14,295.929993,8215.765685662782
2019-10-15,297.100006,8146.960117078203
2019-10-16,298.369995,8093.726412374464
2019-10-17,299.679993,8206.990546310008
2019-10-18,298.690002,8447.405230063596
2019-10-21,299.420013,8556.399843556846
2019-10-22,300.579987,8454.189643236208
2019-10-23,298.730011,8309.508612786785
2019-10-24,300.910004,8223.860211681333
2019-10-25,299.739990,7993.777211948269
2019-10-28,302.940002,8043.1835075725285
2019-10-29,303.000000,7941.370743792027
2019-10-30,303.429993,8225.997999767185
2019-10-31,304.130005,8180.554316458057
2019-11-01,304.920013,7625.9810733366985
2019-11-04,307.850006,7449.344896475132
2019-11-05,307.589996,8264.143232919452
2019-11-06,307.029999,9505.160560930975
2019-11-07,308.570007,9364.772980142709
2019-11-08,307.799988,9168.647592885985
2019-11-11,307.420013,9184.808517309499
2019-11-12,308.750000,9163.062695161356
2019-11-13,307.910004,9355.815560171495
2019-11-14,308.790009,9333.715233680303
2019-11-15,311.019989,9334.164049068493
2019-11-18,311.529999,9219.843990102052
2019-11-19,312.679993,8891.882165179233
2019-11-20,311.279999,8765.330104940625
2019-11-21,310.890015,8721.961483146215
2019-11-22,311.089996,8748.49485660394
2019-11-25,311.980011,8650.065933514075
2019-11-26,313.410004,8517.113330746839
2019-11-27,314.609985,8284.916101843397
2019-11-29,314.859985,8097.776858217162
2019-12-02,314.589996,8101.442183224056
2019-12-03,308.649994,7706.115068376536
2019-12-04,310.700012,7209.737222292516
2019-12-05,312.230011,6949.007500279464
2019-12-06,314.119995,7146.219139268543
2019-12-09,314.440002,7336.45034872365
2019-12-10,313.820007,7533.431205062532
2019-12-11,314.029999,7646.530628455274
2019-12-12,314.429993,7301.702772289667
2019-12-13,316.869995,7328.018515492943
2019-12-16,319.220001,7340.815382151012
2019-12-17,319.920013,7333.767080713306
2019-12-18,320.000000,7437.842392434312
2019-12-19,319.799988,7464.995018169559
2019-12-20,320.459991,7282.685566480982
2019-12-23,321.589996,7199.476963919305
2019-12-24,321.470001,7184.147784090714
2019-12-26,321.649994,7232.331190835981
2019-12-27,323.739990,6959.683483380698
2019-12-30,322.950012,6723.10453565484
2019-12-31,320.529999,6868.644959268183
2020-01-02,323.540009,7165.775313801035
2020-01-03,321.160004,7153.269710725435
2020-01-06,320.489990,7509.586879643376
2020-01-07,323.019989,7288.57617122661
2020-01-08,322.940002,7196.3584061657975
2020-01-09,326.160004,7250.865773264582
2020-01-10,327.290009,7181.25129279322
2020-01-13,326.390015,7282.770791212858
2020-01-14,327.470001,7187.361541589315
2020-01-15,327.350006,7195.887552923154
2020-01-16,329.700012,7020.696074792658
2020-01-17,331.700012,7228.561362500887
2020-01-21,330.899994,7570.072434987675
2020-01-22,332.239990,7967.052478938378
2020-01-23,330.630005,8209.009255816507
2020-01-24,332.440002,7890.037309764535
2020-01-27,323.029999,7937.250943540824
2020-01-28,325.059998,8102.024772071141
2020-01-29,328.380005,8586.28829543681
2020-01-30,324.359985,8758.376852476791
2020-01-31,327.000000,8674.885519535845
2020-02-03,323.350006,8873.683319460975
2020-02-04,328.070007,8637.66946796189
2020-02-05,332.269989,8633.532434659752
2020-02-06,333.910004,8661.311057383085
2020-02-07,332.820007,8415.750416741608
2020-02-10,331.230011,8388.424487837141
2020-02-11,336.160004,8777.697801943705
2020-02-12,336.829987,9086.203826806355
2020-02-13,335.859985,9334.554529383486
2020-02-14,337.510010,9386.751982406717
2020-02-18,336.510010,9326.526823784756
2020-02-19,337.790009,9351.52744460314
2020-02-20,337.739990,9192.382961487814
2020-02-21,335.470001,9518.782434748173
2020-02-24,323.140015,9703.274740364437
2020-02-25,323.940002,9781.037833643262
2020-02-26,314.179993,9930.724391338554
2020-02-27,305.459991,10046.499053608386
2020-02-28,288.700012,10349.116878039362
2020-03-02,298.209991,10287.571823023482
2020-03-03,309.500000,10274.448791834051
2020-03-04,306.119995,9680.040207598404
2020-03-05,304.980011,9925.236065854651
2020-03-06,293.149994,9952.193518141012
2020-03-09,275.299988,9574.032835655202
2020-03-10,284.640015,9686.211589961915
2020-03-11,280.700012,9713.775549511163
2020-03-12,256.000000,9433.790399564554
2020-03-13,263.089996,8958.143377839266
2020-03-16,241.179993,8780.291721381816
2020-03-17,245.039993,8655.280929921237
2020-03-18,236.250000,8772.562074522768
2020-03-19,239.250000,8775.2853905579
2020-03-20,242.529999,8755.46632540234
2020-03-23,228.190002,9026.478928657934
2020-03-24,234.419998,9093.010159830916
2020-03-25,244.869995,7850.503507473691
2020-03-26,249.520004,7950.405520462
2020-03-27,253.270004,7805.889757941699
2020-03-30,255.699997,6098.377757758961
2020-03-31,260.559998,5170.765905397925
2020-04-01,247.979996,4911.129820405512
2020-04-02,245.190002,5310.632225350395
2020-04-03,250.759995,5273.434961600703
2020-04-06,257.839996,5937.808813473443
2020-04-07,274.209991,6364.139418847189
2020-04-08,267.959991,6207.515455767258
2020-04-09,277.579987,6656.272324938373
2020-04-13,277.140015,6670.4299069363215
2020-04-14,280.980011,6678.674795010895
2020-04-15,277.570007,6670.20404086691
2020-04-16,279.149994,6309.653508536777
2020-04-17,285.380005,6452.150217417109
2020-04-20,282.609985,6345.5423476447795
2020-04-21,276.730011,6833.32092247198
2020-04-22,278.350006,6815.101706570785
2020-04-23,280.489990,7113.298847587605
2020-04-24,280.730011,7315.338690538301
2020-04-27,285.119995,7311.436633897847
2020-04-28,291.019989,7289.555465383643
2020-04-29,291.529999,6946.584802672414
2020-04-30,291.709991,6747.570794869203
2020-05-01,285.309998,6886.954997924871
2020-05-04,280.739990,6765.17000534575
2020-05-05,286.640015,6940.608730840647
2020-05-06,288.040009,7069.551426188187
2020-05-07,287.750000,6979.015428544057
2020-05-08,291.089996,6861.591718858933
2020-05-11,290.339996,7036.273059522962
2020-05-12,293.790009,7413.74716776481
2020-05-13,286.059998,7517.551842797292
2020-05-14,278.950012,7713.720905406646
2020-05-15,282.369995,7730.128523281174
2020-05-18,293.049988,8420.078251838278
2020-05-19,294.350006,8907.731935968082
2020-05-20,295.820007,8798.580336549361
2020-05-21,296.790009,8770.737702589106
2020-05-22,294.570007,8940.154593195848
2020-05-26,301.929993,9217.972826828152
2020-05-27,302.119995,9651.702447373254
2020-05-28,304.649994,9927.416644726105
2020-05-29,302.459991,8690.654887170704
2020-06-01,303.619995,8787.976290820325
2020-06-02,306.549988,9130.091214955042
2020-06-03,310.239990,9626.587931135418
2020-06-04,311.109985,9472.567211937025
2020-06-05,317.230011,9737.842514426624
2020-06-08,320.220001,9670.737720585377
2020-06-09,320.299988,9604.967899379513
2020-06-10,321.420013,9144.435807141712
2020-06-11,311.459991,9121.241607903123
2020-06-12,308.239990,8806.57131161574
2020-06-15,298.019989,8847.828367003753
2020-06-16,315.480011,9080.658001170043
2020-06-17,314.070007,9381.931763503731
2020-06-18,310.010010,9454.791470601638
2020-06-19,314.170013,9862.45658895545
2020-06-22,307.989990,9822.163443444739
2020-06-23,313.489990,9554.316209101871
2020-06-24,309.839996,9721.310357057206
2020-06-25,303.470001,9716.548770746993
2020-06-26,306.160004,9722.11922295857
2020-06-29,301.410004,9722.08845064113
2020-06-30,303.989990,9819.323281274032
2020-07-01,309.570007,9519.18076901386
2020-07-02,314.239990,9406.751813037858
2020-07-06,316.369995,9208.149509067283
2020-07-07,315.380005,9496.872642670734
2020-07-08,314.609985,9415.409781887009
2020-07-09,316.839996,9395.824161291965
2020-07-10,314.309998,9325.31216765784
2020-07-13,320.130005,9546.039690539748
2020-07-14,313.299988,9640.742975479683
2020-07-15,322.410004,9364.372152342541
2020-07-16,319.790009,9188.185752182104
2020-07-17,321.880005,9162.118278633805
2020-07-20,321.429993,9116.003080979632
2020-07-21,326.450012,9148.265012801969
2020-07-22,324.619995,9200.750259272856
2020-07-23,326.470001,9120.89572934976
2020-07-24,320.950012,9093.085182929355
2020-07-27,321.630005,9242.40401299648
2020-07-28,322.429993,9266.513026162624
2020-07-29,322.119995,9371.420133543263
2020-07-30,321.899994,9294.908150833167
2020-07-31,325.899994,9198.057276723144
2020-08-03,328.320007,9274.251082180463
2020-08-04,327.859985,9218.630127165996
2020-08-05,331.470001,9214.85708807694
2020-08-06,331.480011,9117.79035455416
2020-08-07,333.279999,9131.48098064911
2020-08-10,335.059998,9174.10207171019
2020-08-11,336.850006,9338.12315460311
2020-08-12,335.440002,9401.74429960732
2020-08-13,336.609985,9555.369628604858
2020-08-14,336.410004,9562.647545305275
2020-08-17,337.940002,10655.226718845648
2020-08-18,338.339996,10989.943229993502
2020-08-19,339.049988,11120.825761944536
2020-08-20,335.359985,11032.801635123125
2020-08-21,337.920013,11244.931462976077
2020-08-24,342.119995,11279.362971737075
2020-08-25,343.529999,11219.32010772859
2020-08-26,344.760010,11549.269274330234
2020-08-27,348.510010,11765.058834222249
2020-08-28,349.440002,11639.873767844532
2020-08-31,350.350006,11895.349949705733
2020-09-01,350.209991,11559.925802339369
2020-09-02,354.670013,11466.217401358344
2020-09-03,355.869995,11565.383339065986
2020-09-04,346.130005,11758.96786455178
2020-09-08,336.709991,12185.94364808046
2020-09-09,337.549988,12106.948296442937
2020-09-10,341.820007,11782.229565726322
2020-09-11,335.820007,11813.014521924533
2020-09-14,337.489990,11713.738179486034
2020-09-15,341.119995,11741.286701889976
2020-09-16,341.510010,11410.971369536466
2020-09-17,333.559998,11415.85341311244
2020-09-18,335.369995,11334.267817591232
2020-09-21,325.700012,11450.998774966043
2020-09-22,328.570007,11695.324094117206
2020-09-23,330.899994,11894.59529969454
2020-09-24,321.220001,11481.434522707197
2020-09-25,322.579987,10791.962384264001
2020-09-28,333.220001,10355.015020707737
2020-09-29,333.970001,10136.254884706252
2020-09-30,333.089996,10086.284320195906
2020-10-01,337.690002,10206.975165431762
2020-10-02,331.700012,10348.536250923971
2020-10-05,336.059998,10305.274535595461
2020-10-06,339.910004,10549.163476197911
2020-10-07,338.119995,10789.020776670544
2020-10-08,342.850006,10931.808221656449
2020-10-09,345.559998,10882.012538290288
2020-10-12,349.589996,10915.768636695082
2020-10-13,352.279999,10569.858620341496
2020-10-14,350.750000,10467.0508989743
2020-10-15,343.709991,10376.82642174651
2020-10-16,348.959991,10510.640301516381
2020-10-19,348.649994,10666.414112492133
2020-10-20,343.459991,10865.007680932205
2020-10-21,343.329987,10729.258929275245
2020-10-22,342.959991,10739.756919640564
2020-10-23,345.929993,10671.550037091143
2020-10-26,342.130005,10513.358316072174
2020-10-27,339.760010,10712.923929984136
2020-10-28,332.100006,10657.951413215505
2020-10-29,326.910004,10621.299326695022
2020-10-30,328.279999,10810.683556431413
2020-11-02,330.200012,11016.145308166986
2020-11-03,333.690002,11491.051846950602
2020-11-04,340.859985,11437.639709432851
2020-11-05,349.239990,11401.811924286509
2020-11-06,349.929993,11429.817306746438
2020-11-09,363.970001,11344.408144633324
2020-11-10,353.489990,11648.308497292031
2020-11-11,356.399994,11878.942877214151
2020-11-12,355.579987,12619.25842717814
2020-11-13,355.269989,12948.056296841858
2020-11-16,360.980011,12914.728574207336
2020-11-17,359.970001,13042.720332323632
2020-11-18,360.910004,13474.716212793961
2020-11-19,355.600006,13350.899467730715
2020-11-20,357.500000,13351.233671692773
2020-11-23,357.279999,13428.138666464993
2020-11-24,360.209991,13554.585561473938
2020-11-25,363.130005,13658.64469560638
2020-11-27,363.839996,13942.179995798644
2020-11-30,362.829987,14942.194544943675
2020-12-01,365.570007,15590.89127904287
2020-12-02,364.820007,15347.333984402547
2020-12-03,366.679993,15312.84808658326
2020-12-04,367.320007,15664.643871797527
2020-12-07,369.019989,15963.798424192319
2020-12-08,367.720001,16280.702410867663
2020-12-09,370.880005,16494.204564861724
2020-12-10,365.369995,17301.652937912575
2020-12-11,364.899994,17871.804664121493
2020-12-14,368.640015,17864.994737237073
2020-12-15,367.399994,18404.81067049161
2020-12-16,369.820007,18417.053507135308
2020-12-17,371.940002,18967.810503848472
2020-12-18,370.970001,19052.590322249176
2020-12-21,364.970001,17356.322748510527
2020-12-22,368.209991,16919.3794823963
2020-12-23,368.279999,19161.326743037658
2020-12-24,368.079987,19157.661850390683
2020-12-28,371.739990,18913.88653715238
2020-12-29,373.809998,19302.438960517622
2020-12-30,372.339996,19056.674120638403
2020-12-31,371.779999,19166.994981324242
2021-01-04,375.309998,18797.565582457093
2021-01-05,368.100006,18243.24897366274
2021-01-06,369.709991,18259.70139276694
2021-01-07,376.100006,17922.733537222062
2021-01-08,380.589996,19167.824388455898
2021-01-11,377.850006,19364.249967995034
2021-01-12,378.890015,20490.464005730955
2021-01-13,378.690002,22770.783788597062
2021-01-14,380.589996,22855.983871961045
2021-01-15,376.720001,23098.172287222864
2021-01-19,378.339996,23155.713724757927
2021-01-20,381.109985,23476.280210729787
2021-01-21,384.489990,23198.17528528274
2021-01-22,382.250000,24119.804194692704
2021-01-25,383.670013,26966.744074139187
2021-01-26,385.410004,26662.092447617622
2021-01-27,380.220001,28214.024990522066
2021-01-28,376.359985,28832.649659118124
2021-01-29,375.630005,29272.32864999639
2021-02-01,373.720001,31574.180295109727
2021-02-02,379.649994,32376.336537148418
2021-02-03,382.440002,35018.70942278231
2021-02-04,382.959991,38316.45307674765
2021-02-05,388.200012,39863.787014899775
2021-02-08,389.269989,33980.328239473434
2021-02-09,389.609985,34733.29083722418
2021-02-10,392.119995,34770.10648275927
2021-02-11,391.239990,38615.592151072866
2021-02-12,389.850006,36827.55714934956
2021-02-16,393.959991,36053.31005050924
2021-02-17,390.420013,36874.67357991154
2021-02-18,389.589996,34989.901065405946
2021-02-19,392.070007,32143.692803546655
2021-02-22,387.059998,31409.16803556795
2021-02-23,384.660004,33425.47292086972
,,31990.956078058436
,,30810.728141307554
,,31956.218850942136
,,35342.491433878524
,,33671.02907066047
,,34825.116271274666
,,36683.353747529836
,,37498.9694241154
,,37667.95907648413
,,42988.775179093354
,,46722.394297031045
,,45543.81832092652
,,46765.452270931535
,,47582.291326186314
,,47629.07675213688
,,48894.74564109352
,,51006.36400409564
,,51888.31597881308
,,53876.319521201876
,,53975.17479806235
,,48551.11508026361
,,49693.95623472008
