Date,Open,High,Low,Close,Adj Close,Volume,timestamp,open,high,low,close,volume,price,count,instrument,exchange,class,pair
2019-10-04,291.140015,294.630005,291.079987,294.350006,286.601471,65091200,2020-08-17,11918.84,12486.61,11775.0,12304.26,22922.492983491105,12185.94364808046,140753.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-07,293.470001,295.260010,292.769989,293.079987,285.364838,59610500,2020-08-16,11860.02,11940.0,11686.53,11918.84,8874.709284150293,11840.865048762262,101230.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-08,291.040009,291.850006,288.489990,288.529999,280.934662,95708100,2020-08-15,11777.5,11989.98,11688.0,11859.24,12398.83432896079,11881.066104533083,116733.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-09,290.750000,292.299988,290.059998,291.269989,283.602539,62359400,2020-08-14,11795.95,11865.97,11651.24,11779.0,13582.350627260457,11758.96786455178,111925.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-10,291.179993,294.209991,291.000000,293.239990,285.520630,55296300,2020-08-13,11566.44,11802.09,11274.14,11795.79,15244.376708750166,11565.383339065986,128965.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-11,296.269989,298.739990,296.140015,296.279999,288.480621,98720400,2020-08-12,11388.88,11625.0,11148.54,11566.45,12651.047921160978,11466.217401358344,110253.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-14,295.929993,296.670013,295.570007,295.950012,288.159332,40394800,2020-08-11,11899.87,11943.0,11120.0,11388.53,20080.070718840547,11559.925802339369,136531.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-15,297.100006,299.700012,296.970001,298.880005,291.012207,46754500,2020-08-10,11688.25,12086.22,11470.01,11899.73,20961.09250838109,11895.349949705733,119540.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-16,298.369995,299.160004,297.920013,298.399994,290.544861,48928200,2020-08-09,11773.24,11810.24,11532.04,11688.48,7446.152590310564,11665.981751393201,87281.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-17,299.679993,300.239990,298.519989,299.279999,291.401672,45736600,2020-08-08,11606.52,11818.18,11529.45,11774.98,7297.614709800404,11693.256961713812,78922.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-18,298.690002,299.399994,297.029999,297.970001,290.126160,64304000,2020-08-07,11773.89,11920.0,11350.0,11606.52,23099.513989538886,11639.873767844532,129482.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-21,299.420013,300.209991,298.940002,299.989990,292.092957,39048600,2020-08-06,11756.75,11916.68,11580.19,11773.89,17778.57720926121,11765.058834222249,112115.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-22,300.579987,300.899994,298.910004,299.010010,291.138733,48594700,2020-08-05,11197.05,11798.87,11073.7,11756.75,16173.227999081784,11549.269274330234,116103.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-23,298.730011,299.940002,298.500000,299.880005,291.985901,34352200,2020-08-04,11233.16,11417.11,11006.16,11197.04,11728.613793230357,11219.32010772859,115189.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-24,300.910004,301.070007,299.459991,300.369995,292.463013,35453100,2020-08-03,11067.46,11486.6,10911.74,11233.13,13534.564636321586,11279.362971737075,110622.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-25,299.739990,302.200012,299.679993,301.600006,293.660614,45205400,2020-08-02,11810.07,12134.29,10546.15,11068.54,25596.58670495726,11327.363073541665,164374.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-28,302.940002,303.850006,302.910004,303.299988,295.315826,42147000,2020-08-01,11351.61,11888.0,11237.82,11810.07,18118.842477271097,11631.706751799888,161608.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-29,303.000000,304.230011,302.859985,303.209991,295.228180,44284900,2020-07-31,11115.99,11460.0,10975.0,11351.62,15646.034522260898,11244.931462976077,131267.0,cbse/btc-usd,cbse,spot,btc-usd
2019-10-30,303.429993,304.549988,301.989990,304.140015,296.133759,49643900,2020-07-30,11108.16,11188.65,10811.0,11115.98,11165.369127429529,11032.801635123125,106509.0,cbse/btc-usd,cbse,spot,btc-usd
